"","ID","Biome","State","Latitude","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time"
"155","RPV 249","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,3.013,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"156","RPV 250","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.771,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"157","RPV 251","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"158","RPV 252","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.789,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"159","RPV 253","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.731,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,4,22
"160","RPV 254","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"F",0,2.577,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"161","RPV 255","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.731,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"162","RPV 256","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.878,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"163","RPV 257","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"M",1,2.735,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"164","RPV 258","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"F",0,2.668,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"165","RPV 259","Amazon","Rondonia",-8.742,"RPV",38,"B",24,"F",0,2.622,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"166","RPV 260","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"M",1,2.688,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"167","RPV 261","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"M",1,2.361,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,1,18
"168","RPV 262","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"F",0,2.615,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"169","RPV 263","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"M",1,2.587,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"170","RPV 264","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"171","RPV 265","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,NA,19,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"172","RPV 266","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"F",0,2.335,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"173","RPV 267","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,NA,20,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"174","RPV 268","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"175","RPV 269","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,18,NA,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"176","RPV 270","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"M",1,2.479,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"177","RPV 271","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"F",0,2.339,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"178","RPV 272","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"M",1,2.605,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,1,20
"179","RPV 273","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"F",0,2.174,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,2,20
"180","RPV 274","Amazon","Rondonia",-8.742,"RPV",38,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"181","RPV 279","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,17,NA,NA,17,0,NA,NA,NA,NA,0.0588235294117647,NA,17
"182","RPV 280","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"F",0,2.643,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"183","RPV 281","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"F",0,2.604,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,4,24
"184","RPV 282","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"F",0,2.657,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,3,24
"185","RPV 283","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,26,NA,NA,26,0,NA,NA,NA,NA,0.0384615384615385,NA,26
"186","RPV 284","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,22,NA,NA,22,0,NA,NA,NA,NA,0.0454545454545455,NA,22
"187","RPV 285","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"F",0,2.789,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,1,20
"188","RPV 286","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"F",0,2.775,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"189","RPV 287","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"190","RPV 288","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,28,NA,NA,28,0,NA,NA,NA,NA,0.0357142857142857,NA,28
"191","RPV 289","Amazon","Rondonia",-8.742,"RPV",12,"A",20,"",NA,NA,NA,28,NA,NA,28,0,NA,NA,NA,NA,0.0357142857142857,NA,28
"192","RPV 290","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.73,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"193","RPV 291","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,NA,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"194","RPV 292","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,27,NA,NA,27,0,NA,NA,NA,NA,0.037037037037037,NA,27
"195","RPV 293","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,14,NA,NA,14,0,NA,NA,NA,NA,0.0714285714285714,NA,14
"196","RPV 294","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,2.741,NA,8,NA,NA,8,0,NA,NA,NA,NA,0.125,NA,8
"197","RPV 295","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.446,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"198","RPV 296","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.594,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"199","RPV 297","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.609,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"200","RPV 298","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,24,NA,NA,24,0,NA,NA,NA,NA,0.0416666666666667,NA,24
"201","RPV 299","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,18,NA,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"202","RPV 300","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.577,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,2,17
"203","RPV 301","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.578,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"204","RPV 302","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"F",0,2.637,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"205","RPV 303","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,26,NA,NA,26,0,NA,NA,NA,NA,0.0384615384615385,NA,26
"206","RPV 304","Amazon","Rondonia",-8.742,"RPV",12,"B",24,"",NA,NA,NA,22,NA,NA,22,0,NA,NA,NA,NA,0.0454545454545455,NA,22
"207","RPV 305","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"208","RPV 306","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"209","RPV 307","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"210","RPV 308","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"211","RPV 309","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"212","RPV 310","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"F",0,2.439,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"213","RPV 311","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"F",0,2.373,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,1,13
"214","RPV 312","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"F",0,2.594,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"215","RPV 313","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,9,NA,NA,9,0,NA,NA,NA,NA,0.111111111111111,NA,9
"216","RPV 314","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,7,NA,NA,7,0,NA,NA,NA,NA,0.142857142857143,NA,7
"217","RPV 315","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"F",0,2.594,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"218","RPV 316","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"219","RPV 317","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"220","RPV 318","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,11,NA,NA,11,0,NA,NA,NA,NA,0.0909090909090909,NA,11
"221","RPV 319","Amazon","Rondonia",-8.742,"RPV",12,"C",28,"",NA,NA,NA,8,NA,NA,8,0,NA,NA,NA,NA,0.125,NA,8
"222","RPV 320","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"F",0,2.784,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"223","RPV 321","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.756,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"224","RPV 322","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"F",0,2.696,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"225","RPV 323","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.579,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"226","RPV 324","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"F",0,2.982,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,4,27
"227","RPV 325","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.816,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"228","RPV 326","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.753,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"229","RPV 327","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"F",0,2.867,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,4,24
"230","RPV 328","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.797,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"231","RPV 329","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.997,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,4,25
"232","RPV 330","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.9,17,NA,NA,21,NA,1,0.0476190476190476,0.0588235294117647,4,0.25,NA,4,21
"233","RPV 331","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"",NA,NA,NA,NA,22,NA,22,0,NA,NA,NA,NA,0.0454545454545455,NA,22
"234","RPV 332","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.618,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"235","RPV 333","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"M",1,2.651,23,NA,NA,27,NA,1,0.037037037037037,0.0434782608695652,4,0.25,NA,3,27
"236","RPV 334","Amazon","Rondonia",-8.742,"RPV",17,"A",20,"F",0,2.846,26,NA,NA,29,NA,1,0.0344827586206897,0.0384615384615385,3,0.333333333333333,NA,4,29
"237","RPV 335","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.711,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,3,16
"238","RPV 336","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"F",0,2.749,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,4,22
"239","RPV 337","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.426,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"240","RPV 338","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.704,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,4,23
"241","RPV 339","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.721,24,NA,NA,26,NA,1,0.0384615384615385,0.0416666666666667,2,0.5,NA,2,26
"242","RPV 340","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.664,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"243","RPV 341","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.583,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,2,21
"244","RPV 342","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.624,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"245","RPV 343","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"F",0,2.592,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"246","RPV 344","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,3.034,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,3,24
"247","RPV 345","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.715,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"248","RPV 346","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.503,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"249","RPV 347","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.603,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,1,20
"250","RPV 348","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"F",0,2.487,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"251","RPV 349","Amazon","Rondonia",-8.742,"RPV",17,"B",24,"M",1,2.68,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,2,23
"252","RPV 350","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"M",1,2.603,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,1,15
"253","RPV 351","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"F",0,2.407,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,1,17
"254","RPV 352","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"F",0,2.354,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"255","RPV 353","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"256","RPV 354","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"F",0,2.42,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"257","RPV 355","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"",NA,NA,NA,NA,16,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"258","RPV 356","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"M",1,2.513,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"259","RPV 357","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"M",1,2.547,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"260","RPV 358","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"M",1,2.422,20,NA,NA,21,NA,1,0.0476190476190476,0.05,1,1,NA,1,21
"261","RPV 359","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"262","RPV 360","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"F",0,2.408,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"263","RPV 361","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"F",0,2.331,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,1,18
"264","RPV 362","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"265","RPV 363","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"M",1,2.633,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,1,18
"266","RPV 364","Amazon","Rondonia",-8.742,"RPV",17,"C",28,"",NA,NA,NA,NA,20,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"267","RPV 365","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.828,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"268","RPV 366","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"F",0,2.799,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"269","RPV 367","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"F",0,2.901,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"270","RPV 368","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"F",0,2.792,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"271","RPV 369","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.939,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"272","RPV 370","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.602,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,1,22
"273","RPV 371","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.862,22,NA,NA,26,NA,1,0.0384615384615385,0.0454545454545455,4,0.25,NA,5,26
"274","RPV 372","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"F",0,2.851,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,4,25
"275","RPV 373","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.841,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"276","RPV 374","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"F",0,2.887,26,NA,NA,29,NA,1,0.0344827586206897,0.0384615384615385,3,0.333333333333333,NA,3,29
"277","RPV 375","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"M",1,2.963,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"278","RPV 376","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"",NA,NA,NA,NA,19,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"279","RPV 377","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"",NA,NA,NA,19,NA,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"280","RPV 378","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"281","RPV 379","Amazon","Rondonia",-8.742,"RPV",18,"A",20,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"282","RPV 380","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.623,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"283","RPV 381","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,NA,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,0,18
"284","RPV 382","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.589,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"285","RPV 383","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.655,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"286","RPV 384","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.94,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"287","RPV 385","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.577,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"288","RPV 386","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.744,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,4,19
"289","RPV 387","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.808,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"290","RPV 388","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.935,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"291","RPV 389","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"292","RPV 390","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.772,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,4,18
"293","RPV 391","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.749,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"294","RPV 392","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"F",0,2.566,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"295","RPV 393","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.688,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"296","RPV 394","Amazon","Rondonia",-8.742,"RPV",18,"B",24,"M",1,2.639,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"297","RPV 395","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"F",0,2.506,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"298","RPV 396","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,NA,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,0,17
"299","RPV 397","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.53,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"300","RPV 398","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"",NA,NA,NA,NA,19,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"301","RPV 399","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"F",0,2.601,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"302","RPV 400","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"F",0,2.53,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"303","RPV 401","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.407,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"304","RPV 402","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.612,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"305","RPV 403","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"F",0,NA,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,0,20
"306","RPV 404","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"F",0,2.51,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"307","RPV 405","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.388,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"308","RPV 406","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"",NA,NA,NA,NA,15,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"309","RPV 407","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.449,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"310","RPV 408","Amazon","Rondonia",-8.742,"RPV",18,"C",28,"M",1,2.651,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
